Unique Transaction Identifier,Price,Date of Transaction,Postal Code,Property Type,Old/New,Duration,PAON,SAON,Street,Locality,Town/City,District,County,PPD Category Type,Record Status
{1A0C5C63-10CF-7CBE-E063-4804A8C06C96},175000,2023-03-13,HP13 7AU,F,N,L,ELIZABETH COURT,3,SPRING GARDENS ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{0E082196-B94B-5C09-E063-4704A8C0A10E},215000,2023-10-17,HP21 9HR,T,N,F,16,,LOTT MEADOW,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-10E3-7CBE-E063-4804A8C06C96},550000,2023-12-08,HP10 8BH,S,N,F,27,,THE LAWNS,PENN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-10E4-7CBE-E063-4804A8C06C96},365000,2023-12-08,HP5 2LL,T,N,F,3,,REYNOLDS WALK,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-10E7-7CBE-E063-4804A8C06C96},700000,2023-09-15,HP9 1AL,D,N,F,18,,MEADOW LANE,,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-10F0-7CBE-E063-4804A8C06C96},390000,2023-12-20,HP13 5YT,T,N,F,69,,GARRATTS WAY,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-10FA-7CBE-E063-4804A8C06C96},270000,2023-12-01,MK18 4QD,D,N,F,THE ROOST,,WEST WELL CLOSE,TINGEWICK,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-10FD-7CBE-E063-4804A8C06C96},1395000,2023-12-14,SL1 8JE,S,N,F,4,,KIMBERS DRIVE,BURNHAM,SLOUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1109-7CBE-E063-4804A8C06C96},440000,2023-10-26,MK17 0JQ,D,N,F,2,,NORTH CLOSE,DRAYTON PARSLOW,MILTON KEYNES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1118-7CBE-E063-4804A8C06C96},365000,2023-08-24,HP21 9PN,T,N,F,20,,BARNARD CRESCENT,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-111C-7CBE-E063-4804A8C06C96},523000,2023-12-21,SL9 9DP,S,N,F,THE SEASONS,,HAMPDEN ROAD,CHALFONT ST PETER,GERRARDS CROSS,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1121-7CBE-E063-4804A8C06C96},615000,2023-07-21,SL9 9PE,S,N,F,45A,,GROVE HILL,CHALFONT ST PETER,GERRARDS CROSS,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1133-7CBE-E063-4804A8C06C96},500000,2023-12-18,HP6 6EJ,T,N,F,24,,THE PENNINGTONS,,AMERSHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1144-7CBE-E063-4804A8C06C96},461000,2023-12-14,SL0 0HY,S,N,F,43,,MARTINDALE,,IVER,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-114D-7CBE-E063-4804A8C06C96},307500,2023-10-20,HP5 1XX,F,N,L,7,,YEW TREE CLOSE,LEY HILL,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-115B-7CBE-E063-4804A8C06C96},327500,2023-12-12,HP7 0QN,T,N,F,10,,CHANCELLORS,PENN STREET,AMERSHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-115C-7CBE-E063-4804A8C06C96},332500,2023-06-15,LU7 0ST,S,N,F,6,,BERRYFIELDS,CHEDDINGTON,LEIGHTON BUZZARD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-116D-7CBE-E063-4804A8C06C96},725000,2023-12-08,HP10 8HW,S,N,F,14,,ST JOHNS ROAD,PENN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-117C-7CBE-E063-4804A8C06C96},950000,2023-08-16,HP9 1HH,S,N,F,37,,GREGORIES ROAD,,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-11B0-7CBE-E063-4804A8C06C96},1100000,2023-12-15,RG9 6PR,D,N,F,HILLTOP,,,FRIETH,HENLEY-ON-THAMES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-11BB-7CBE-E063-4804A8C06C96},1975000,2023-11-16,HP9 2DQ,D,N,F,BURFORD LODGE,,LEDBOROUGH GATE,,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-11C9-7CBE-E063-4804A8C06C96},5300000,2023-05-26,HP9 1HS,D,N,F,26,,STRATTON ROAD,,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-11CA-7CBE-E063-4804A8C06C96},1875000,2023-06-29,HP9 2DQ,D,N,F,LATIMER LODGE,,LEDBOROUGH GATE,,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-11CB-7CBE-E063-4804A8C06C96},380000,2023-11-10,HP22 5DE,S,N,F,29,,GREAT LANE,BIERTON,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-11D0-7CBE-E063-4804A8C06C96},475000,2023-04-03,HP14 4UF,S,N,F,138,,TEMPLEWOOD,WALTERS ASH,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-11E1-7CBE-E063-4804A8C06C96},213500,2023-12-15,HP11 1SS,F,N,L,LANGDALE HOUSE,13,FENNELS ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-11E5-7CBE-E063-4804A8C06C96},485000,2023-01-08,HP17 8RG,D,N,F,2,,CHURCHWAY,STONE,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-11E7-7CBE-E063-4804A8C06C96},196500,2023-12-18,HP19 7HR,F,N,L,37,,BRIMMERS WAY,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F75-8A03-E053-4804A8C01F61},310250,2023-05-19,MK18 2LW,D,N,F,19,,ASHGROVE,STEEPLE CLAYDON,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F76-8A03-E053-4804A8C01F61},305000,2023-06-05,HP19 7QZ,T,N,F,17,,ROCHESTER PLACE,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F77-8A03-E053-4804A8C01F61},400000,2023-05-26,HP19 8SJ,D,N,F,3,,GOYA PLACE,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F79-8A03-E053-4804A8C01F61},785000,2023-06-02,HP9 1DS,S,N,F,2,,IVINS ROAD,,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F7B-8A03-E053-4804A8C01F61},320000,2023-05-12,MK18 1LN,S,N,F,82,,WESTERN AVENUE,,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F7E-8A03-E053-4804A8C01F61},285000,2023-05-26,MK18 2QE,S,N,F,20,,SANDHOLME,STEEPLE CLAYDON,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F80-8A03-E053-4804A8C01F61},127000,2023-04-14,HP21 9ND,F,N,L,9,,ENBORNE CLOSE,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F81-8A03-E053-4804A8C01F61},315000,2023-03-09,UB9 4BB,F,N,L,30,,ORCHARD CLOSE,DENHAM,UXBRIDGE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F83-8A03-E053-4804A8C01F61},275000,2023-04-27,MK18 7DD,S,N,F,2,,DOWNER CLOSE,,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F85-8A03-E053-4804A8C01F61},685000,2023-05-19,SL7 3LQ,S,N,F,13,,THE RIDGEWAY,,MARLOW,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F8B-8A03-E053-4804A8C01F61},355000,2023-02-03,MK17 0RU,S,N,F,38,,COOKS LANE,MURSLEY,MILTON KEYNES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F8D-8A03-E053-4804A8C01F61},755200,2023-02-24,SL7 3EB,D,N,F,BARN FARM,5,OAK TREE ROAD,,MARLOW,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F8F-8A03-E053-4804A8C01F61},350000,2023-05-15,HP14 3DQ,T,N,F,10,,SANDAGE ROAD,LANE END,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F91-8A03-E053-4804A8C01F61},703000,2023-05-24,SL2 4AG,D,N,F,6,,ASH GROVE,STOKE POGES,SLOUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F92-8A03-E053-4804A8C01F61},1010000,2023-06-13,HP6 6SX,S,N,F,44,,OAKINGTON AVENUE,,AMERSHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F93-8A03-E053-4804A8C01F61},285000,2023-05-30,HP21 9YQ,T,N,F,7,,EDWARD CLOSE,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F96-8A03-E053-4804A8C01F61},404000,2023-05-31,MK18 7EW,S,N,F,66,,HARE CLOSE,,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F97-8A03-E053-4804A8C01F61},2275000,2023-05-31,HP9 2NN,D,N,F,"DENWICK LODGE, 3",,CURZON AVENUE,,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F98-8A03-E053-4804A8C01F61},348000,2023-05-19,SL1 7DH,T,N,F,38,,TOCKLEY ROAD,BURNHAM,SLOUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F99-8A03-E053-4804A8C01F61},395000,2023-05-16,MK18 7EP,S,N,F,5,,SWAN CLOSE,,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F9A-8A03-E053-4804A8C01F61},267000,2023-05-12,MK18 7HR,T,N,F,27,,BODENHAM CLOSE,,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F9B-8A03-E053-4804A8C01F61},285000,2023-05-03,HP20 1XH,S,N,F,1,,MEADOW CLOSE,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8F9D-8A03-E053-4804A8C01F61},340000,2023-04-19,HP5 3EH,T,N,F,58,,UPPER GEORGE STREET,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8FA0-8A03-E053-4804A8C01F61},200000,2023-06-09,HP5 3AJ,F,N,L,14,,VICTORIA ROAD,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8FA2-8A03-E053-4804A8C01F61},250000,2023-05-31,MK18 3PW,S,N,F,6,,GIBBINGS CLOSE,NORTH MARSTON,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8FA3-8A03-E053-4804A8C01F61},338000,2023-05-04,HP22 5HG,T,N,F,25,,LONDON ROAD,ASTON CLINTON,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8FA5-8A03-E053-4804A8C01F61},620000,2023-01-10,SL0 0QH,S,N,F,62,,PINEWOOD GREEN,,IVER,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-11EA-7CBE-E063-4804A8C06C96},1095000,2023-04-28,HP10 9BX,S,N,F,63,,FENNELS WAY,FLACKWELL HEATH,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-11EC-7CBE-E063-4804A8C06C96},650000,2023-05-05,HP10 9AD,D,N,F,15,,HIGHLEA AVENUE,FLACKWELL HEATH,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-11F1-7CBE-E063-4804A8C06C96},444000,2023-09-08,HP14 3ZD,S,N,F,6,,STOCKFIELDS PLACE,STOKENCHURCH,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-11FC-7CBE-E063-4804A8C06C96},680000,2023-07-12,HP22 5UN,D,N,F,21,,IRVINE DRIVE,STOKE MANDEVILLE,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1206-7CBE-E063-4804A8C06C96},182500,2023-12-15,HP12 3UZ,F,N,L,32,FLAT 5,BOOKER LANE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1219-7CBE-E063-4804A8C06C96},810000,2023-10-30,HP22 4PX,D,N,F,17,,NUP END LANE,WINGRAVE,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-122C-7CBE-E063-4804A8C06C96},550000,2023-12-14,HP9 2LZ,F,N,L,CALUMET,19,REYNOLDS ROAD,,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-123E-7CBE-E063-4804A8C06C96},730000,2023-12-21,HP5 3DR,D,N,F,21,,HAZELWOOD CLOSE,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1249-7CBE-E063-4804A8C06C96},415000,2023-12-21,HP17 8BT,S,N,F,4,,MARRIOTTS CLOSE,HADDENHAM,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-124D-7CBE-E063-4804A8C06C96},295000,2023-10-26,SL9 8ES,F,N,L,"OAKRIDGE HOUSE, 37",FLAT 11,STATION ROAD,,GERRARDS CROSS,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1264-7CBE-E063-4804A8C06C96},365000,2023-11-10,HP18 0JP,S,N,F,21,,MONARCH STREET,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1272-7CBE-E063-4804A8C06C96},215000,2023-09-14,MK18 1SS,T,N,L,15,,MCKENZIE CLOSE,,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1287-7CBE-E063-4804A8C06C96},365000,2023-12-19,HP15 6BS,T,N,F,25,,COLUMBINE ROAD,WIDMER END,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1288-7CBE-E063-4804A8C06C96},205000,2023-12-11,HP19 9QB,F,N,L,121,,CHAPPELL CLOSE,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1290-7CBE-E063-4804A8C06C96},312500,2023-08-21,HP18 1AH,T,N,F,22,,MOORE CRESCENT,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-12A6-7CBE-E063-4804A8C06C96},600000,2023-12-20,HP17 8DW,D,N,F,8,,FAIRCHILD END,HADDENHAM,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-12AC-7CBE-E063-4804A8C06C96},507500,2023-12-19,HP22 7DT,D,N,F,1,,WILSTONE STREET,BROUGHTON,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1331-7CBE-E063-4804A8C06C96},420000,2023-01-06,HP18 0NG,T,Y,F,42,,GOLDEN MEDE,WADDESDON,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1332-7CBE-E063-4804A8C06C96},475000,2023-01-06,HP13 5GL,F,Y,L,HUGHENDEN GARDENS VILLAGE,518,HUGHENDEN BOULEVARD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1333-7CBE-E063-4804A8C06C96},365000,2023-01-13,HP18 9GP,S,Y,F,5,,WILLOW LANE,ICKFORD,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-133F-7CBE-E063-4804A8C06C96},310000,2023-01-20,HP10 9RF,F,N,L,BURLEIGHFIELD HOUSE,FLAT 9,LONDON ROAD,LOUDWATER,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1343-7CBE-E063-4804A8C06C96},425000,2023-01-30,HP5 3EQ,S,N,F,16B,,FRANCES STREET,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1346-7CBE-E063-4804A8C06C96},330000,2023-01-27,MK17 0FX,D,Y,F,1,,SHORTS CLOSE,GREAT HORWOOD,MILTON KEYNES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-134E-7CBE-E063-4804A8C06C96},250000,2023-02-17,HP22 4QP,D,N,F,BATES BARN,,MANOR ROAD,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-134F-7CBE-E063-4804A8C06C96},325000,2023-02-10,HP12 3AS,F,N,L,"KIRAN HOUSE, 235",FLAT 4,WEST WYCOMBE ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-1350-7CBE-E063-4804A8C06C96},1700000,2023-01-27,SL8 5PB,D,N,F,CHAPMAN HOUSE,,CHAPMAN LANE,,BOURNE END,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-135B-7CBE-E063-4804A8C06C96},685000,2023-03-03,HP22 4BD,D,N,F,49,,NORTH END ROAD,QUAINTON,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{1A0C5C63-135D-7CBE-E063-4804A8C06C96},330000,2023-02-28,MK17 0FX,D,Y,F,3,,SHORTS CLOSE,GREAT HORWOOD,MILTON KEYNES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8CEF-8A03-E053-4804A8C01F61},450000,2023-06-08,HP11 1DT,S,N,F,61,,KEEP HILL DRIVE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8CF0-8A03-E053-4804A8C01F61},4350000,2023-05-23,HP9 1EG,D,N,F,3,,WESTFIELD ROAD,,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8CF3-8A03-E053-4804A8C01F61},590000,2023-05-12,HP9 1LJ,S,N,F,41,,HORSESHOE CRESCENT,,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8CF4-8A03-E053-4804A8C01F61},176000,2023-05-22,HP19 7WB,F,N,L,16,,QUEENSGATE,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8CF7-8A03-E053-4804A8C01F61},935000,2023-05-26,HP10 9LD,D,N,F,242,,BLIND LANE,FLACKWELL HEATH,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8CF8-8A03-E053-4804A8C01F61},286000,2023-05-30,HP22 6ED,T,N,F,4,,CHANDOS PLACE,WENDOVER,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8CF9-8A03-E053-4804A8C01F61},780000,2023-05-15,HP16 0NJ,D,N,F,6,,HONOR ROAD,PRESTWOOD,GREAT MISSENDEN,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8CFA-8A03-E053-4804A8C01F61},417500,2023-05-04,HP27 9LA,S,N,F,42,,WELLINGTON AVENUE,,PRINCES RISBOROUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8CFD-8A03-E053-4804A8C01F61},632000,2023-05-16,HP10 9AJ,D,N,F,1,,CHILTERN GREEN,FLACKWELL HEATH,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8CFE-8A03-E053-4804A8C01F61},355500,2023-06-08,HP18 9DN,S,N,F,46,,GIFFARD WAY,LONG CRENDON,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D01-8A03-E053-4804A8C01F61},1293000,2023-04-27,HP16 9PW,D,N,F,BLOSSOMS,,COBBLERSHILL,LITTLE HAMPDEN,GREAT MISSENDEN,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D04-8A03-E053-4804A8C01F61},610000,2023-05-19,HP5 2HH,S,N,F,43,,LOWNDES AVENUE,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D05-8A03-E053-4804A8C01F61},1400000,2023-04-03,HP8 4RE,D,N,F,NARCOT HOUSE,,NARCOT LANE,,CHALFONT ST GILES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D07-8A03-E053-4804A8C01F61},1430000,2023-01-18,HP18 9EX,D,N,F,7,,EASINGTON LANE,LONG CRENDON,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D0A-8A03-E053-4804A8C01F61},370000,2023-05-10,HP13 6XA,S,N,F,11,,ROBERTS ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D0F-8A03-E053-4804A8C01F61},980000,2023-04-28,HP27 0SR,D,N,F,4,,ABBOTSWOOD,SPEEN,PRINCES RISBOROUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D10-8A03-E053-4804A8C01F61},340000,2023-06-09,HP21 8JT,S,N,F,8,,MONTAGUE ROAD,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D15-8A03-E053-4804A8C01F61},1361000,2023-06-08,HP8 4TX,D,N,F,CHESTER,,COKES LANE,,CHALFONT ST GILES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D16-8A03-E053-4804A8C01F61},455000,2023-02-06,HP5 2SD,T,N,F,1,,FOUR OAKS,,CHESHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D17-8A03-E053-4804A8C01F61},365000,2023-05-26,HP13 6AZ,S,N,F,90,,BOWERDEAN ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D18-8A03-E053-4804A8C01F61},330000,2023-05-26,HP22 4AR,S,N,F,41,,THE GREEN,QUAINTON,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8FA7-8A03-E053-4804A8C01F61},573000,2023-05-19,SL9 8SJ,F,N,L,7,,RAYLANDS MEAD,,GERRARDS CROSS,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8FAA-8A03-E053-4804A8C01F61},400000,2023-01-11,HP12 3NS,S,N,F,35,,DEAN CLOSE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8FAB-8A03-E053-4804A8C01F61},575000,2023-05-15,SL7 1NS,T,N,F,105,,STATION ROAD,,MARLOW,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8FAD-8A03-E053-4804A8C01F61},280000,2023-05-26,MK18 3DJ,T,N,F,30,,AVENUE ROAD,WINSLOW,BUCKINGHAM,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D1E-8A03-E053-4804A8C01F61},440000,2023-05-19,HP19 7HQ,D,N,F,52,,BRIMMERS WAY,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D20-8A03-E053-4804A8C01F61},140000,2023-02-07,HP19 7HL,F,N,L,104,,WEDGEWOOD STREET,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,B,A
{FFA361DA-8D22-8A03-E053-4804A8C01F61},350000,2023-05-05,HP14 3LG,S,N,F,9,,PUSEY WAY,LANE END,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D23-8A03-E053-4804A8C01F61},565000,2023-01-25,HP19 7HR,D,N,F,19,,BRIMMERS WAY,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D25-8A03-E053-4804A8C01F61},268000,2023-05-05,HP19 7BL,T,N,F,4,,HUDSON MEWS,HARTWELL,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D26-8A03-E053-4804A8C01F61},515000,2023-02-27,HP19 7AF,S,N,F,18,,SPRUCE ROAD,,AYLESBURY,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D2B-8A03-E053-4804A8C01F61},625000,2023-05-11,HP15 7AF,S,N,F,39,,ROBERTS RIDE,HAZLEMERE,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D2C-8A03-E053-4804A8C01F61},2300000,2023-05-17,HP9 1HE,D,N,F,WEST WOOD,,PAVILION END,KNOTTY GREEN,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D2D-8A03-E053-4804A8C01F61},715000,2023-05-26,HP27 0PL,D,N,F,MANDARA,,MAIN ROAD,LACEY GREEN,PRINCES RISBOROUGH,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D2F-8A03-E053-4804A8C01F61},590000,2023-01-11,HP8 4PS,S,N,F,SILVER HILL COTTAGE,,SILVER HILL,,CHALFONT ST GILES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
{FFA361DA-8D30-8A03-E053-4804A8C01F61},542500,2023-04-14,HP10 9LB,S,N,F,8,,CHURCHILL CLOSE,FLACKWELL HEATH,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,A
